lemma	ipm	r	d	doc	dicts
прокатать	0.7	27	65	34	0
прокатить	1.9	69	88	147	0
прокатиться	8.2	95	93	520	0
прокатывать	0.8	39	79	50	0
прокатываться	1.1	50	87	79	0
прокачать	0.5	22	67	25	0
прокашляться	1.4	37	83	100	0
прокипятить	1.1	30	50	37	0
прокиснуть	0.7	40	85	56	0
прокладывать	4.0	92	93	309	0
прокладываться	0.6	37	85	51	0
проклевываться	0.4	26	80	31	0
проклинать	7.9	94	93	450	0
проклюнуться	1.1	50	86	84	0
проклясть	6.0	90	92	369	0
проковылять	0.6	29	81	40	0
проколоть	2.7	76	88	181	0
проколоться	1.0	35	80	59	0
прокомментировать	9.9	95	92	749	1
проконсультировать	0.8	37	82	58	1
проконсультироваться	2.3	71	88	157	0
проконтролировать	1.9	69	89	142	2
прокопать	0.4	23	77	29	0
прокоптить	0.9	43	83	68	0
прокормить	3.5	92	92	257	1
прокормиться	1.1	60	89	89	0
прокрадываться	0.5	30	81	38	0
прокрасться	1.7	58	88	128	0
прокричать	7.9	87	90	385	0
прокрутить	1.4	63	89	113	0
прокручивать	1.8	73	90	134	0
прокручиваться	0.7	42	85	55	0
прокурить	3.0	73	90	209	0
прокусить	0.7	34	81	52	0
проламывать	0.5	36	84	47	0
пролегать	2.8	89	93	223	0
пролежать	6.5	94	93	434	0
пролезать	1.2	57	88	98	0
пролезть	4.8	86	90	287	0
пролепетать	4.1	70	88	231	1
пролетать	7.4	97	93	478	1
пролететь	12.0	96	93	672	1
пролечь	1.4	68	90	118	0
проливать	4.1	93	93	299	0
проливаться	1.0	54	88	77	0
пролистать	1.3	59	89	97	0
пролистывать	0.5	29	81	38	0
пролить	7.9	99	94	530	0
пролиться	3.7	88	93	276	0
пролоббировать	0.5	35	84	47	0
проложить	9.7	98	94	648	0
проломить	2.3	70	89	161	0
проломиться	0.5	29	83	38	0
пролонгировать	0.9	40	81	58	0
промазать	1.6	62	87	117	0
промахиваться	0.9	49	87	74	0
промахнуться	5.5	88	90	324	0
промаяться	0.5	36	84	45	0
промедлить	0.6	36	84	48	0
промелькнуть	7.3	91	91	421	0
променять	3.0	83	91	212	0
промерзать	0.6	38	85	50	0
промерзнуть	2.5	70	89	161	0
промокать	1.4	64	89	110	2
промокнуть	6.2	88	91	376	2
промолвить	3.5	64	80	153	0
промолчать	17.9	94	90	722	0
проморгать	1.2	57	88	92	0
проморозить	0.5	31	81	32	0
промотать	0.6	38	82	49	0
промочить	1.3	52	86	95	1
промурлыкать	0.6	30	82	40	0
промучиться	0.9	49	87	71	0
промчаться	4.2	88	91	262	0
промывать	3.6	87	84	206	0
промыть	6.4	95	81	314	0
промычать	2.4	56	87	160	0
промышлять	3.1	79	91	209	0
промямлить	2.6	66	88	167	0
пронаблюдать	0.6	27	71	33	0
пронести	7.9	97	93	503	0
пронестись	10.8	93	91	516	0
пронзать	2.6	74	87	172	0
пронзить	5.9	87	90	343	0
пронизать	8.0	95	88	489	0
пронизывать	7.1	95	91	452	0
проникать	18.5	99	95	1023	3
проникаться	2.2	79	92	170	0
проникнуть	21.7	99	95	1090	2
проникнуться	6.1	97	94	420	0
проносить	1.7	73	90	131	0
проноситься	8.5	91	93	481	0
пронумеровать	1.4	62	87	101	1
пронюхать	1.5	57	86	108	0
пронять	2.1	79	90	151	0
прооперировать	1.6	57	79	89	1
проорать	1.2	44	82	74	0
пропагандировать	4.4	83	90	315	2
пропагандироваться	0.5	28	82	40	0
пропадать	21.1	99	94	1027	3
пропалывать	0.4	27	81	29	0
пропасть	60.8	100	94	1984	2
пропахать	0.4	29	83	34	0
пропахнуть	3.2	72	89	222	0
пропеть	8.3	85	89	421	1
пропечатать	0.6	35	82	45	0
пропивать	1.3	54	87	97	0
прописать	16.4	100	93	1052	0
прописаться	1.4	58	88	109	0
прописывать	1.8	69	89	146	0
прописываться	0.6	40	85	53	0
пропитать	8.2	94	94	496	0
пропитаться	1.6	66	89	128	0
пропитывать	0.9	53	88	72	0
пропитываться	0.9	53	87	72	0
пропить	4.8	87	90	275	0
пропихнуть	0.4	23	77	28	0
пропищать	1.0	34	77	54	0
проплакать	0.8	47	86	62	0
проплатить	0.9	43	85	63	0
проплывать	5.6	84	91	336	0
проплыть	4.2	80	90	248	0
проповедовать	7.8	95	82	430	1
проползать	0.5	34	81	45	0
проползти	2.2	64	88	150	0
прополоскать	0.8	38	84	62	0
прополоть	0.5	27	80	33	0
пропороть	0.6	34	84	48	0
пропотеть	0.8	40	84	53	0
пропускать	22.4	100	96	1184	5
пропускаться	0.5	40	86	46	0
пропустить	41.7	100	96	1771	4
пропылить	0.8	39	83	55	0
пропыхтеть	0.4	15	70	20	0
прорабатывать	2.4	75	91	178	0
прорабатываться	1.4	54	88	117	0
проработать	15.9	100	93	997	0
прорастать	3.1	86	88	212	0
прорасти	3.3	89	91	231	0
прорвать	6.4	95	93	425	0
прорваться	13.5	96	93	688	0
прореагировать	1.4	59	88	100	0
прореветь	0.8	38	83	59	0
проредить	0.7	43	85	56	0
прорезать	3.9	91	91	252	0
прорезаться	2.5	72	90	179	0
проржаветь	1.2	53	87	94	0
прорисовать	0.7	44	85	54	0
прорисовываться	0.5	34	84	39	0
пророкотать	0.6	30	82	51	0
проронить	2.7	70	89	183	0
пророчествовать	0.8	40	84	59	0
пророчить	1.5	69	90	124	0
прорубать	0.7	42	86	55	0
прорубить	1.7	78	91	135	0
прорывать	0.9	49	87	76	0
прорываться	6.4	93	94	404	0
прорыть	2.1	61	65	99	0
прорычать	1.7	43	83	90	0
просадить	0.5	29	78	37	0
просачиваться	3.4	85	92	246	0
просверлить	1.3	71	89	104	0
просветить	3.9	91	89	280	0
просветлеть	1.6	52	86	114	0
просветлить	0.4	26	82	33	0
просвечивать	7.1	94	86	370	0
просвещать	1.9	68	85	144	0
просвистеть	1.8	55	86	124	0
проседать	0.7	46	86	58	0
просеивать	0.6	40	83	52	0
просекать	0.4	29	81	32	0
просесть	1.0	54	87	83	0
просечь	1.1	49	87	80	0
просеять	0.6	41	85	50	0
просигналить	0.7	27	77	47	0
просидеть	13.7	92	94	713	0
просиживать	2.6	77	91	192	0
просипеть	1.5	45	86	101	0
просить	215.9	100	96	4474	6
проситься	7.4	95	93	488	1
просиять	3.4	74	87	218	0
проскакать	1.0	42	84	71	0
проскакивать	1.9	72	91	147	0
проскальзывать	2.7	84	92	196	0
просквозить	0.5	29	81	42	0
проскользнуть	3.4	76	90	225	0
проскочить	8.5	94	92	466	0
проскрипеть	1.3	39	83	81	0
прославить	8.8	95	92	549	0
прославиться	7.4	96	93	473	1
прославлять	3.1	74	82	201	0
проследить	13.6	98	95	842	1
проследовать	3.6	78	90	229	0
прослеживать	1.3	58	88	111	1
прослеживаться	5.3	71	86	422	0
прослезиться	2.0	71	91	158	0
прослужить	3.4	89	92	257	0
прослушать	5.5	93	93	350	1
прослушивать	2.0	76	90	140	1
прослушиваться	1.3	57	88	92	0
прослыть	1.8	70	90	136	0
прослышать	1.7	69	90	128	0
просматривать	7.8	98	94	454	1
просматриваться	8.0	98	94	575	0
просмолить	0.5	30	81	39	0
просмотреть	8.5	98	94	482	1
проснуться	63.1	98	92	1761	4
просовывать	1.3	57	88	95	0
просовываться	0.5	30	80	36	0
просолить	0.5	35	85	38	0
просохнуть	2.2	73	90	169	0
просочиться	3.9	87	92	268	0
проспать	6.9	89	92	419	1
проспаться	1.4	52	85	99	0
просрать	0.4	27	81	30	0
просрочить	3.8	84	88	237	0
проставить	1.9	75	91	139	0
проставлять	0.6	32	73	37	0
проставляться	0.5	17	50	24	0
простаивать	3.0	83	91	230	0
простереть	1.4	60	88	108	0
простереться	0.6	33	82	42	0
простирать	1.4	52	86	111	0
простираться	5.8	93	92	376	1
простить	101.1	100	93	2270	6
проститься	11.2	93	93	540	5
простонать	4.6	64	87	240	0
простоять	6.3	97	94	438	0
простреливать	0.5	35	85	42	0
прострелить	2.7	74	88	170	0
прострочить	0.5	35	83	42	0
простудить	2.8	74	91	201	1
простудиться	5.3	86	91	333	3
простужаться	0.7	46	87	60	2
проступать	9.6	96	91	518	0
проступить	4.7	80	89	265	0
простучать	0.8	41	82	60	0
простынуть	3.0	75	89	200	0
просунуть	4.9	76	89	300	0
просунуться	1.2	45	84	84	0
просушить	1.1	61	89	84	0
просуществовать	3.6	86	92	262	0
просчитать	5.1	89	92	355	0
просчитаться	1.5	61	89	109	0
просчитывать	1.9	69	88	149	0
просчитываться	0.5	29	81	43	0
просыпать	0.7	39	85	56	1
просыпаться	25.7	98	92	1135	3
просыхать	1.1	58	88	89	0
проталкивать	1.6	69	90	123	0
проталкиваться	0.8	40	84	68	0
протаранить	0.8	45	86	66	0
протаскивать	0.8	50	87	67	0
протащить	3.2	85	92	242	0
протекать	17.2	100	89	962	0
протереть	6.9	87	90	372	0
протереться	0.4	24	77	27	0
протестировать	0.9	37	83	74	0
протестовать	9.1	98	94	551	3
протечь	1.2	60	89	97	0
противиться	5.1	88	93	340	0
противоборствовать	0.5	32	84	40	0
противодействовать	2.2	71	89	181	0
противопоставить	7.1	93	91	478	0
противопоставлять	4.9	85	90	313	2
противопоставляться	1.3	47	84	101	0
противоречить	26.3	99	90	1423	2
противостоять	17.0	98	93	1073	0
протирать	6.4	92	92	377	0
протискиваться	2.5	64	88	170	0
протиснуться	5.4	76	89	315	0
проткнуть	2.7	77	90	178	0
протолкаться	0.9	40	85	66	0
протолкнуть	1.4	67	90	113	0
протолкнуться	0.8	47	87	58	0
протопать	1.1	43	85	82	0
протопить	0.9	38	83	63	0
протоптать	1.5	66	89	122	0
проторить	1.6	69	90	133	0
проторчать	1.2	53	87	93	0
протрезветь	2.8	72	89	203	1
протрубить	0.7	39	84	55	0
протухнуть	0.5	27	79	39	0
протыкать	0.9	47	86	73	0
протягивать	18.5	98	92	841	2
протягиваться	0.9	45	87	63	0
протянуть	79.3	99	90	1546	1
протянуться	3.5	91	93	247	1
проучить	1.8	60	87	125	0
проучиться	1.6	64	89	120	0
профилировать	0.4	26	80	33	0
профильтровать	0.4	23	69	26	1
профинансировать	2.1	51	87	168	0
профукать	0.6	32	80	40	0
прохаживаться	4.6	76	89	281	0
прохватить	0.4	29	83	36	0
прохлаждаться	0.9	43	86	71	0
проходить	175.4	100	97	6432	3
проходиться	0.4	28	77	32	0
прохрипеть	4.6	61	88	231	0
прохудиться	1.3	57	87	100	0
процарапать	0.5	28	80	39	0
процвести	0.4	18	71	29	0
процветать	10.1	99	93	674	0
процедить	6.7	84	88	309	0
процеживать	0.8	37	77	46	0
процитировать	6.8	98	93	433	0
прочертить	2.2	71	90	148	0
прочерчивать	0.5	27	80	35	0
прочесать	1.0	49	86	75	0
прочесть	68.6	99	94	1764	1
прочесывать	1.3	62	88	100	0
прочистить	1.6	63	89	125	0
прочитать	72.7	100	96	2371	3
прочитывать	2.2	84	91	170	1
прочитываться	1.1	60	88	91	0
прочить	3.0	86	92	241	0
прочищать	0.9	52	88	79	0
прочувствовать	3.0	89	92	222	0
прошагать	2.0	63	87	136	0
прошамкать	0.7	28	76	41	0
прошвырнуться	0.5	31	82	39	0
прошелестеть	2.1	56	87	136	0
прошептать	27.7	85	88	682	2
прошествовать	1.3	56	87	92	0
прошибать	0.5	32	82	39	0
прошибить	1.7	61	88	129	0
прошивать	0.7	46	86	58	0
прошипеть	5.4	67	86	235	0
прошить	2.3	72	87	151	0
прошлепать	0.8	34	82	66	0
прошляпить	0.5	30	83	39	0
прошмыгнуть	1.5	51	87	107	0
проштрафиться	1.2	60	88	96	0
проштудировать	0.8	54	89	70	0
прошуметь	0.7	34	79	46	0
прошуршать	0.7	34	82	54	0
прощать	30.3	97	94	1113	6
прощаться	25.8	96	94	1025	5
прощупать	1.8	69	90	117	0
прощупывать	1.4	64	89	111	0
прощупываться	0.5	33	84	44	0
проявить	39.5	100	95	2012	4
проявиться	15.1	100	94	980	1
проявлять	34.8	100	95	1802	6
проявляться	32.9	100	88	1683	1
прояснить	4.5	95	94	332	0
проясниться	5.2	96	93	365	0
прояснять	1.6	71	89	129	0
проясняться	2.3	89	93	189	0
прудить	1.4	61	89	112	0
пружинить	1.8	61	88	130	0
прыгать	38.5	99	93	1303	4
прыгнуть	18.1	95	91	720	4
прыскать	1.2	51	86	88	0
прыснуть	2.3	53	85	149	0
прянуть	0.4	22	75	24	0
прясть	0.8	35	82	47	0
прятать	26.9	98	93	1120	6
прятаться	28.4	98	93	1169	4
психануть	0.6	26	77	41	0
психовать	1.8	54	86	102	0
публиковать	15.0	95	92	980	4
публиковаться	7.4	81	91	537	0
пугать	32.6	100	95	1467	4
пугаться	10.2	96	92	602	4
пугнуть	0.6	28	77	40	0
пудрить	1.1	59	89	90	0
пудриться	0.4	21	77	27	0
пузыриться	2.1	63	88	145	0
пукать	0.6	30	79	36	0
пукнуть	0.5	32	82	44	0
пульнуть	0.4	25	79	31	0
пульсировать	3.6	84	90	230	1
пулять	0.5	28	81	35	0
пускать	35.5	99	95	1521	5
пускаться	4.8	93	93	342	0
пустеть	2.4	71	91	182	0
пустить	54.1	100	95	1960	4
пуститься	6.4	93	92	405	0
пустовать	8.2	98	94	517	1
путать	14.8	99	95	847	1
путаться	11.4	99	92	654	1
путешествовать	13.2	99	95	774	4
пухнуть	1.3	62	89	108	0
пучить	0.9	51	86	74	0
пущать	1.1	51	85	72	0
пыжиться	1.1	52	87	82	0
пылать	10.9	96	90	517	0
пылесосить	0.5	31	81	38	0
пылить	1.4	57	87	99	0
пылиться	1.9	82	92	156	0
пырнуть	1.0	43	83	73	0
пытать	6.6	92	92	365	0
пытаться	249.4	100	97	6843	3
пыхать	1.9	70	89	146	0
пыхнуть	0.7	29	80	46	0
пыхтеть	5.7	84	90	321	0
пьянеть	2.6	66	88	175	1
пьянить	1.6	68	90	133	0
пьянствовать	2.3	73	89	148	0
пялить	1.1	42	85	78	0
пялиться	3.7	59	86	182	0
пятиться	5.5	75	89	292	0
работать	611.2	100	96	13409	5
работаться	2.3	69	90	145	0
равнять	0.9	48	87	67	1
равняться	6.5	93	93	464	2
радеть	1.1	56	88	91	0
радировать	0.4	17	71	24	0
радовать	19.9	99	95	1312	4
радоваться	57.8	99	95	2048	4
разбавить	3.9	92	92	266	0
разбавлять	1.9	71	89	134	0
разбазаривать	0.5	32	83	41	0
разбазарить	0.4	24	78	28	0
разбегаться	8.3	98	93	504	2
разбежаться	8.5	94	92	507	2
разбередить	0.7	36	83	53	1
разбивать	6.5	98	95	466	5
разбиваться	4.9	96	94	361	4
разбирать	18.5	100	96	983	4
разбираться	32.3	100	96	1523	3
разбить	36.7	100	96	1699	6
разбиться	13.2	98	94	731	4
разбогатеть	4.5	91	93	295	1
разбойничать	0.5	30	82	37	0
разболеться	2.2	71	89	167	0
разболтать	1.0	51	86	80	0
разболтаться	0.8	43	85	70	0
разбомбить	2.2	73	90	146	0
разбрасывать	3.9	91	93	277	0
разбрасываться	1.3	64	90	106	0
разбредаться	1.1	55	88	86	0
разбрестись	2.4	75	90	196	0
разбросать	13.5	99	95	784	0
разбрызгивать	1.3	49	86	99	0
разбудить	26.1	97	93	1025	4
разбухать	0.9	55	88	79	0
разбухнуть	2.3	71	89	172	0
разбушеваться	1.6	65	90	119	0
разваливать	0.8	48	87	64	1
разваливаться	4.7	90	94	352	1
развалить	3.9	85	91	269	1
развалиться	12.7	96	94	760	1
разварить	0.6	29	78	40	0
развеваться	4.4	88	92	298	0
разведать	3.4	86	91	225	1
разведывать	0.5	31	82	36	1
развезти	2.1	70	90	156	0
развеивать	0.5	35	85	41	0
развеиваться	0.4	26	81	33	0
развенчать	0.9	46	86	72	0
развенчивать	0.6	34	81	41	0
разверзаться	0.7	33	77	59	0
разверзнуться	1.4	63	88	104	0
развернуть	31.4	100	96	1517	3
развернуться	24.8	99	95	1192	1
развертывать	1.2	58	88	95	3	1
развертываться	2.7	71	88	180	1
развеселить	2.4	76	90	181	1
развеселиться	2.8	58	86	177	1
развесить	4.2	85	92	311	0
развести	30.9	100	93	1216	3
развестись	11.5	92	92	591	1
разветвляться	0.6	29	80	40	0
развешать	2.5	77	91	198	0
развешивать	2.2	76	90	170	0
развеять	5.0	92	93	346	0
развеяться	2.6	85	91	195	0
развивать	33.1	100	92	1897	6
развиваться	56.8	100	92	3153	3
развинтить	0.6	32	81	39	0
развить	14.0	100	93	913	5
развиться	6.6	96	92	442	4
развлекать	5.5	95	94	367	1
развлекаться	6.0	95	93	373	1
развлечь	2.1	74	90	160	1
развлечься	1.6	72	91	127	1
разводить	17.3	100	95	992	3
разводиться	4.1	87	88	237	2
развозить	2.5	78	91	187	0
разволноваться	3.2	79	89	212	0
разворачивать	6.8	95	94	454	1
разворачиваться	13.1	98	95	852	0
разворовать	1.6	66	89	119	0
разворовывать	0.4	26	80	27	0
разворовываться	0.5	28	82	39	0
разворотить	3.1	72	88	199	0
разворошить	0.9	46	85	75	0
развратить	0.9	52	87	72	0
развращать	1.8	73	90	136	0
развязать	9.2	96	93	515	2
развязаться	1.8	64	89	131	1
развязывать	3.0	84	91	227	3
развязываться	0.6	39	84	51	1
разгадать	7.8	95	93	474	1
разгадывать	2.0	78	91	163	1
разгибать	1.3	55	70	78	0
разгибаться	1.2	55	87	88	0
разглагольствовать	1.7	65	88	114	0
разгладить	1.6	55	86	115	0
разгладиться	0.9	36	83	77	0
разглаживать	1.8	67	90	137	0
разглаживаться	0.4	25	80	30	0
разгласить	0.5	24	75	29	0
разглашать	1.7	67	80	127	0
разглашаться	0.7	35	81	64	0
разглядеть	29.1	98	92	1079	1
разглядывать	34.0	97	91	1051	1
разгневать	1.3	59	88	99	0
разгневаться	1.1	53	86	84	0
разговаривать	95.4	100	94	2375	6
разговорить	1.0	55	88	84	0
разговориться	6.0	91	93	386	0
разгонять	3.7	86	92	272	0
разгоняться	2.3	75	91	177	0
разгораться	5.7	89	92	376	0
разгореться	5.6	93	94	424	0
разгородить	0.5	31	83	39	0
разгорячить	3.7	81	91	254	0
разгорячиться	0.6	33	83	49	0
разграбить	2.7	86	92	183	0
разграничивать	0.9	43	82	72	0
разграничить	1.5	56	86	122	0
разграфить	0.5	28	80	37	0
разгребать	2.5	70	90	167	0
разгрести	0.9	46	86	68	0
разгромить	8.7	95	92	466	0
разгружать	2.6	89	92	197	2
разгружаться	0.9	45	86	66	0
разгрузить	1.9	72	90	146	1
разгрузиться	0.5	28	78	39	0
разгрызть	0.4	27	82	34	1
разгуливать	4.0	86	92	258	0
разгуляться	2.4	81	92	189	0
раздавать	10.1	100	95	647	1
раздаваться	19.8	99	94	993	3
раздавить	12.1	96	92	615	0
раздавливать	0.5	28	78	34	0
раздаривать	0.5	35	84	46	0
раздарить	0.6	33	83	47	0
раздать	7.6	97	94	509	1
раздаться	48.8	98	92	1250	2
раздваиваться	1.4	60	88	109	0
раздвигать	4.1	86	89	267	0
раздвигаться	1.7	68	90	131	0
раздвинуть	6.7	88	90	385	0
раздвинуться	1.7	58	88	130	0
раздвоить	2.7	61	67	135	0
раздвоиться	0.7	42	85	59	0
раздевать	3.0	76	91	203	4
раздеваться	11.3	90	91	597	2
разделать	1.4	61	83	104	0
разделаться	2.4	75	90	165	0
разделить	41.4	100	89	2240	4
разделиться	5.7	98	94	434	2
разделывать	1.2	58	88	81	0
разделять	28.0	100	95	1507	2
разделяться	4.0	89	89	281	1
раздергать	0.5	28	81	40	0
раздернуть	0.4	24	78	29	0
раздеть	3.9	87	92	287	3
раздеться	10.9	90	91	555	2
раздирать	3.7	91	93	258	0
раздобреть	0.5	33	83	42	0
раздобыть	7.1	93	93	385	0
раздолбать	1.2	56	87	95	0
раздосадовать	2.2	74	90	160	0
раздражать	23.9	99	95	1097	4
раздражаться	4.4	90	91	275	1
раздражить	5.3	94	92	342	2
раздразнить	0.8	44	85	61	0
раздробить	2.3	82	91	180	0
раздувать	4.1	90	92	273	0
раздуваться	2.0	76	90	151	0
раздумать	2.4	68	88	169	1
раздумывать	10.8	94	91	551	1
раздуть	3.4	82	92	247	0
раздуться	1.8	63	87	134	0
раздухариться	0.6	37	84	46	0
разевать	2.1	53	87	138	0
разжалобить	0.7	44	86	62	0
разжаловать	2.2	67	88	136	0
разжать	4.1	72	88	234	0
разжаться	1.0	47	86	78	0
разжевать	0.8	46	86	65	0
разжевывать	0.5	39	85	46	0
разжечь	2.7	81	91	195	0
разжигать	3.4	85	92	246	0
разжимать	2.3	65	88	161	0
разжиматься	0.6	37	84	49	0
разжиреть	0.6	39	85	54	1
разжиться	1.7	62	88	124	0
раззадорить	0.7	38	84	57	0
раззявить	0.6	31	81	44	0
разинуть	5.1	77	89	289	0
разить	3.1	72	88	202	0
разлагать	1.4	61	88	105	0
разлагаться	2.7	86	91	195	0
разладиться	0.8	44	86	65	0
разламывать	0.7	42	85	59	0
разламываться	0.7	41	85	58	0
разлепить	1.6	49	85	110	0
разлетаться	3.4	86	92	253	0
разлететься	5.4	88	91	346	0
разлечься	1.3	50	87	98	0
разливать	6.7	88	91	392	0
разливаться	4.0	93	93	289	0
разлиновать	0.4	27	81	35	0
разлить	7.4	89	91	423	0
разлиться	3.6	84	91	236	0
различать	17.3	99	90	893	3
различаться	12.9	93	81	776	3
различить	9.3	94	92	500	2
разложить	15.7	99	94	798	1
разложиться	1.4	63	87	101	0
разломать	1.6	68	90	123	0
разломаться	0.4	28	82	36	0
разломить	0.9	36	82	61	0
разлохматить	0.5	27	81	34	0
разлучать	0.8	40	84	66	0
разлучаться	0.9	44	84	70	0
разлучить	2.6	79	90	177	0
разлюбить	3.8	86	91	221	0
размазать	3.3	83	90	233	0
размазаться	0.4	29	83	33	0
размазывать	2.8	75	88	207	0
размалевать	1.1	52	87	88	0
разматывать	1.5	59	88	108	0
разматываться	0.5	31	83	42	0
размахивать	14.1	94	91	680	0
размахиваться	0.4	21	77	29	0
размахнуться	3.6	71	87	223	0
разменивать	0.7	49	87	63	2
размениваться	0.9	51	88	73	1
разменять	2.9	79	92	222	2
разместить	22.1	100	92	1364	0
разместиться	9.2	96	93	595	1
разметать	2.0	68	90	143	0
разметаться	1.1	44	85	82	0
разметить	0.7	44	86	64	0
размечать	0.4	25	80	33	0
размечтаться	1.5	59	89	113	0
размешать	1.5	57	78	89	1
размешивать	0.9	43	85	69	1
размещать	6.8	82	89	497	0
размещаться	11.7	96	93	705	1
разминать	2.4	71	89	162	0
разминаться	0.8	41	83	56	0
разминировать	0.6	31	83	39	0
разминуться	2.0	69	89	139	0
размножать	1.1	43	81	74	0
размножаться	5.2	94	90	335	0
размножить	1.2	64	90	95	0
размножиться	0.6	43	86	52	0
размозжить	0.8	37	84	64	0
размокнуть	1.4	59	87	101	0
размолоть	0.4	25	79	31	0
разморить	1.2	45	86	95	0
разморозить	1.2	48	77	73	0
размотать	1.6	57	87	120	0
размочить	0.9	45	86	63	0
размывать	1.7	77	91	137	0
размываться	1.4	64	88	115	0
размыкать	0.6	38	81	45	0
размыть	2.5	83	92	192	0
размышлять	28.4	99	94	1123	0
размягчить	1.1	51	86	89	0
размякнуть	1.7	58	88	128	0
размять	2.1	79	90	150	0
размяться	1.2	54	87	90	0
разнервничаться	0.6	34	83	50	0
разнести	6.6	98	94	449	0
разнестись	2.1	73	90	150	0
разнимать	1.3	58	89	102	0
разниться	2.0	73	91	171	0
разнообразить	2.0	71	89	158	0
разносить	5.7	97	93	383	0
разноситься	2.7	83	92	206	0
разнюхать	0.6	30	81	45	0
разнять	0.7	40	85	59	0
разоблачать	4.1	85	91	251	3
разоблачаться	0.4	31	83	33	0
разоблачить	6.0	92	91	332	2
разобрать	26.8	100	95	1232	3
разобраться	60.1	100	96	2475	3
разобщить	0.9	49	87	76	0
разогнать	6.8	98	94	434	0
разогнаться	2.4	79	89	171	0
разогнуть	0.9	40	82	60	0
разогнуться	1.7	54	86	121	0
разогревать	2.0	83	91	161	0
разогреваться	1.0	57	88	80	0
разогреть	4.3	90	91	287	0
разогреться	0.7	45	87	58	0
разодеть	0.4	32	83	34	0
разодрать	2.9	71	89	181	0
разозлить	2.5	83	92	193	0
разозлиться	8.1	86	89	404	0
разойтись	36.7	100	96	1628	1
разомкнуть	1.4	52	86	95	0
разомкнуться	0.5	36	83	43	0
разомлеть	1.6	66	89	126	0
разонравиться	0.6	35	85	47	0
разораться	0.8	41	85	61	0
разорвать	19.0	100	94	956	4
разорваться	5.2	89	91	310	2
разорить	6.6	93	93	421	0
разориться	3.4	86	92	259	0
разоружить	1.1	56	87	81	2
разоружиться	0.4	26	79	29	1
разорять	1.4	65	90	101	0
разоряться	1.4	64	89	112	0
разослать	4.6	91	92	322	0
разостлать	0.7	33	83	50	0
разоткровенничаться	0.8	45	86	66	0
разочаровать	9.2	96	95	588	1
разочароваться	4.6	91	93	314	1
разочаровывать	1.4	67	91	126	0
разочаровываться	1.0	59	89	85	1
разрабатывать	22.6	98	91	1491	3
разрабатываться	10.6	78	87	729	0
разработать	83.5	100	88	4179	2
разражаться	1.0	52	86	76	0
разразиться	9.0	93	94	555	0
разрастаться	4.8	93	92	330	0
разрастись	5.1	94	93	371	0
разреветься	1.4	54	87	105	0
разредить	0.6	36	84	45	0
разрезать	11.2	99	91	586	3
разрекламировать	1.4	55	87	120	0
разрешать	22.2	99	96	1166	5
разрешаться	12.9	100	89	693	1
разрешить	66.4	100	97	2607	4
разрешиться	3.7	92	93	273	0
разрисовать	2.3	78	91	181	0
разрисовывать	0.5	29	82	35	0
разродиться	0.7	36	84	52	0
разрознить	0.4	31	84	35	0
разрубать	0.5	38	83	46	0
разрубить	2.4	77	90	160	0
разругать	0.5	27	77	31	0
разругаться	1.3	59	89	102	0
разруливать	0.4	22	77	30	0
разрулить	0.5	25	79	36	0
разрумяниться	0.8	34	82	58	0
разрушать	15.3	100	94	935	5
разрушаться	5.6	93	91	401	1
разрушить	33.2	100	96	1667	2
разрушиться	2.3	80	91	180	1
разрывать	6.7	98	93	440	2
разрываться	5.1	91	93	342	1
разрыдаться	3.3	74	89	206	0
разрыть	1.1	49	85	85	0
разрядить	3.3	91	92	240	0
разрядиться	1.3	59	88	97	0
разряжать	0.6	37	84	50	0
разряжаться	0.5	30	83	42	0
разубедить	0.8	46	87	65	0
разубеждать	0.6	35	84	52	0
разуваться	1.0	42	84	68	0
разувериться	1.1	51	86	83	0
разузнать	3.0	79	90	207	0
разукрасить	1.9	79	91	156	0
разулыбаться	0.4	24	79	33	0
разуметь	2.4	79	91	164	0
разуметься	6.9	99	94	422	0
разуть	0.7	39	84	62	1
разуться	1.5	58	87	107	0
разучивать	2.2	73	87	124	0
разучить	0.7	41	86	56	0
разучиться	4.8	90	93	323	1
разъедать	2.4	82	91	184	0
разъединить	1.7	73	90	138	0
разъединиться	0.5	22	73	30	0
разъединять	1.4	68	90	111	0
разъезжать	4.6	86	92	326	0
разъезжаться	3.3	86	92	240	1
разъесть	0.6	41	86	55	0
разъехаться	6.5	93	93	430	1
разъярить	2.3	74	90	169	0
разъяриться	0.8	43	86	66	0
разъяснить	9.5	99	94	602	2
разъясниться	1.0	48	87	76	1
разъяснять	7.2	96	88	444	2
разъясняться	0.9	38	69	62	1
разъять	1.0	49	85	69	0
разыграть	7.3	93	93	479	0
разыграться	4.4	91	94	318	0
разыгрывать	8.2	99	94	522	0
разыгрываться	4.1	92	92	302	0
разыскать	12.5	94	93	576	1
разыскивать	9.9	96	88	494	1
разыскиваться	0.6	34	81	46	0
ранжировать	0.6	20	70	40	0
ранить	26.8	98	93	990	5
рапортовать	2.3	76	91	173	1
раскаиваться	2.4	78	91	165	1
раскалить	8.6	97	92	474	0
раскалиться	1.0	52	88	81	0
раскалывать	1.2	59	88	90	1
раскалываться	2.0	83	92	162	0
раскаляться	0.6	42	86	50	0
раскапывать	1.0	54	86	74	0
раскатать	1.8	70	85	118	0
