lemma	ipm	r	d	doc	dicts
назначаться	8.1	88	76	432	0
назначить	79.3	100	94	2895	5
назревать	3.7	90	94	260	0
назреть	4.7	84	92	356	0
называть	293.4	100	96	8780	6
называться	135.3	100	97	4706	5
наиграть	0.4	29	82	34	0
наиграться	1.2	60	88	93	0
наигрывать	1.8	71	89	139	0
найти	424.1	100	97	9693	3
найтись	58.8	99	96	2461	0
наказать	20.2	99	95	1025	4
наказывать	9.5	99	95	601	5
наказываться	8.3	65	22	119	0
накалить	1.6	67	88	111	0
накалиться	1.0	53	87	79	0
накалывать	0.6	38	84	43	0
накалять	0.5	35	84	42	0
накаляться	1.9	73	91	151	0
накапать	1.1	52	86	81	1
накапливать	3.7	83	91	282	0
накапливаться	7.4	96	92	542	0
накаркать	0.7	34	82	56	0
накатать	2.6	82	92	203	0
накатить	2.7	70	89	185	0
накатывать	2.7	73	89	193	0
накатываться	1.2	59	87	90	0
накачать	2.5	77	91	169	0
накачивать	1.2	60	89	96	0
накидать	1.0	57	89	83	0
накидывать	1.0	53	87	81	0
накидываться	0.5	29	82	41	0
накинуть	10.1	84	90	504	0
накинуться	3.1	79	89	206	0
накипеть	0.6	44	87	56	0
накладывать	8.4	100	95	570	0
накладываться	3.0	80	90	241	0
наклеивать	1.4	58	82	92	1
наклеить	3.4	91	93	248	1
накликать	1.2	49	83	84	0
наклонить	8.3	94	91	431	1
наклониться	21.1	95	89	693	3
наклонять	2.2	70	87	152	2
наклоняться	6.7	88	90	387	3
наковырять	0.4	22	78	29	0
наколоть	2.4	66	88	169	0
накопать	1.4	53	87	92	0
накопить	20.4	100	94	1346	1
накопиться	11.2	100	95	742	0
накормить	13.0	98	94	709	4
накосить	0.4	16	65	22	0
накостылять	0.4	27	81	31	0
накрапывать	1.4	52	86	104	0
накрасить	4.1	75	90	234	0
накраситься	0.5	31	82	40	0
накрахмалить	2.3	76	90	170	0
накрениться	1.8	60	89	137	0
накричать	1.6	62	88	116	0
накрошить	0.5	33	84	40	0
накрутить	2.1	77	91	164	0
накручивать	2.3	71	84	152	0
накрывать	6.5	93	93	433	6
накрываться	0.8	51	88	69	2
накрыть	24.3	99	93	1030	4
накрыться	2.9	74	88	195	2
накупить	2.8	88	92	203	0
накурить	1.3	53	88	106	0
накуриться	0.6	37	85	45	0
накушаться	0.4	33	85	37	0
налагать	2.8	68	86	190	0
налагаться	0.6	31	78	45	0
наладить	20.5	100	95	1276	2
наладиться	6.1	92	90	352	1
налаживать	4.3	93	93	321	3
налаживаться	2.8	86	92	209	1
налегать	2.2	73	89	154	0
налезать	0.7	38	84	54	0
налепить	1.0	50	87	78	0
налетать	4.2	87	91	278	1
налететь	8.9	93	90	459	1
налечь	1.1	38	83	81	0
наливать	14.6	96	92	691	4
наливаться	5.3	83	91	321	1
нализаться	0.4	25	80	33	0
налипать	0.4	30	83	36	0
налипнуть	1.5	58	88	120	0
налить	33.7	96	91	1023	3
налиться	3.6	69	88	235	1
наличествовать	2.0	77	91	155	1
наловить	1.6	61	86	112	0
наловчиться	0.9	45	86	72	0
наложить	16.4	100	95	956	0
наложиться	0.8	52	88	70	0
наломать	2.1	63	88	155	0
налюбоваться	0.9	48	87	80	0
намагнитить	0.6	25	65	34	0
намазать	3.8	85	90	237	2
намазаться	0.4	20	74	24	1
намазывать	0.9	48	87	68	2
намалевать	1.1	52	87	80	0
наматывать	1.8	67	89	135	1
наматываться	0.4	30	82	34	0
намаяться	0.7	34	83	57	0
намекать	13.8	97	94	771	2
намекнуть	8.6	92	93	521	1
намереваться	12.8	96	94	698	2
намерзнуться	0.5	31	83	33	0
намести	0.9	45	87	66	0
наметать	1.3	65	89	106	0
наметить	25.6	100	94	1581	2
наметиться	7.3	93	93	545	1
намечать	3.1	84	92	237	3
намечаться	8.2	99	94	571	1
намешать	0.8	45	87	65	0
намозолить	0.4	26	82	32	0
намокать	0.7	38	83	49	0
намокнуть	2.2	71	89	148	0
наморщить	2.4	54	85	148	0
наморщиться	0.4	18	71	23	0
намотать	3.3	78	90	218	1
намочить	1.7	68	90	125	0
намучиться	1.3	57	88	108	0
намыливать	0.8	36	83	63	0
намылить	1.4	55	88	102	0
намылиться	0.7	38	82	55	0
намыть	0.9	37	76	52	0
намять	0.5	31	82	40	0
нанести	38.5	100	95	1904	2
нанизать	1.6	68	89	127	0
нанизывать	1.0	58	89	85	0
нанизываться	0.4	26	81	30	0
нанимать	5.7	96	92	383	1
наниматься	1.8	72	89	134	1
наносить	22.0	100	91	1206	2
наноситься	4.4	77	88	279	0
нанюхаться	0.5	32	82	44	0
нанять	11.6	98	94	627	1
наняться	1.3	52	86	92	1
наобещать	0.7	41	86	58	0
наорать	0.9	45	84	74	0
нападать	11.2	99	94	596	5
напакостить	0.5	31	81	40	0
напастись	0.8	46	87	65	0
напасть	15.5	99	93	723	5
напевать	9.1	88	91	471	0
напеть	1.8	68	90	131	0
напечатать	35.5	100	92	1224	4
напечататься	0.7	35	79	48	0
напечь	1.2	49	85	82	0
напиваться	4.0	83	91	251	1
напилить	0.5	28	81	34	0
напирать	3.4	79	91	246	0
написать	336.2	100	96	6048	4
написаться	0.8	42	84	58	0
напитать	1.0	53	86	79	0
напитаться	0.4	34	84	37	0
напиться	16.0	94	91	750	1
напихать	0.7	43	86	58	0
напичкать	1.6	70	90	132	0
наплакать	0.6	42	86	56	0
наплакаться	0.5	32	81	43	0
наплевать	11.9	92	92	593	0
наплести	1.6	49	85	118	0
наплодить	0.6	36	85	48	0
наплывать	1.9	61	88	125	0
наподдать	0.5	24	78	34	0
напоить	6.7	97	92	418	3
наползать	1.6	56	88	119	0
наползти	0.6	35	83	51	0
наполнить	27.9	99	95	1277	1
наполниться	5.8	87	91	370	1
наполнять	11.5	97	95	679	3
наполняться	5.7	97	94	394	1
напомадить	0.6	34	81	46	0
напоминать	106.2	100	97	3924	6
напомнить	65.2	100	96	3164	4
напороться	3.1	79	90	217	0
напортачить	0.5	33	84	41	0
напортить	0.4	25	80	30	0
направить	109.9	100	92	4864	5
направиться	31.4	97	90	907	4
направлять	23.7	100	92	1415	5
направляться	24.5	99	91	1240	4
напрашиваться	7.1	97	95	524	0
напридумывать	0.8	45	84	60	0
напророчить	0.5	36	84	44	0
напроситься	2.6	81	91	199	0
напружиниться	0.5	22	77	33	0
напрягать	6.4	96	92	407	0
напрягаться	5.6	96	93	380	0
напрячь	5.8	97	93	400	0
напрячься	10.3	93	90	489	0
напугать	16.1	97	94	804	1
напугаться	1.3	53	86	102	0
напудрить	0.9	45	86	70	0
напускать	1.3	59	89	106	0
напустить	2.3	72	89	166	0
напуститься	0.7	40	85	58	0
напутать	2.6	77	90	174	0
напутствовать	2.2	77	91	177	1
напыжиться	0.4	20	77	27	0
напяливать	1.1	47	85	81	0
напялить	3.3	74	89	217	0
нарабатывать	0.6	37	83	50	0
нарабатываться	0.5	25	80	32	0
наработать	3.3	83	92	258	0
наработаться	0.5	27	81	37	0
нарадоваться	0.9	50	87	80	0
нарастать	17.8	100	96	995	0
нарасти	1.1	50	86	80	0
нарастить	1.6	62	87	124	0
наращивать	6.0	91	91	454	0
наращиваться	0.7	39	85	60	0
нарвать	1.3	53	86	84	0
нарваться	3.5	85	91	255	0
нарезать	16.1	97	79	598	0
нарезаться	0.4	26	80	31	0
наречь	2.3	79	91	159	0
нарисовать	33.9	100	91	1235	4
нарисоваться	1.0	49	86	77	0
народить	0.6	31	81	45	0
народиться	1.9	79	91	150	0
нарожать	1.0	52	87	83	0
нарождаться	2.2	72	91	153	0
нарубить	1.4	62	84	92	0
нарушать	29.5	100	96	1653	6
нарушаться	7.4	92	91	531	0
нарушить	35.9	100	96	1805	4
нарушиться	2.3	79	90	165	0
нарываться	1.4	60	87	105	0
нарыть	0.9	48	86	70	0
нарядить	2.4	83	92	182	1
нарядиться	1.8	64	88	124	0
наряжать	1.5	68	89	111	1
наряжаться	1.4	64	88	106	0
насадить	2.9	82	91	198	0
насаждать	2.0	71	90	163	0
насаждаться	0.7	34	82	52	0
насаживать	0.8	48	86	61	0
насвистывать	2.7	65	89	193	0
наседать	2.3	69	88	156	0
населить	3.5	91	92	253	1
населять	5.1	94	93	363	1
насесть	0.8	41	85	62	0
насидеть	1.6	69	91	129	0
насидеться	0.4	30	83	37	0
насиловать	4.8	88	91	296	1
наскакивать	1.1	48	86	91	0
наскочить	1.3	50	87	100	0
наскрести	1.5	65	89	119	0
наскучить	2.3	81	92	170	0
насладиться	5.4	94	93	374	1
наслаждаться	17.8	99	95	882	3
наслаиваться	0.4	28	81	37	0
наслать	0.9	42	83	65	0
наследить	1.1	44	83	79	0
наследовать	3.8	78	83	226	0
наследоваться	0.7	29	78	47	0
наслушаться	2.9	83	92	203	1
наслышаться	0.5	34	84	41	0
насмехаться	1.7	62	87	119	0
насмешить	1.1	51	87	88	0
насмешничать	0.4	30	83	35	0
насмеяться	0.4	24	79	31	0
насмотреться	4.8	88	92	333	0
насобачиться	0.5	33	84	38	0
насобирать	1.2	59	84	86	0
насовать	0.4	25	81	32	0
насолить	1.4	63	88	107	0
насосаться	0.4	25	80	34	0
насочинять	0.5	31	84	39	0
насрать	1.0	40	81	56	0
наставать	1.0	59	89	83	1
наставить	3.4	81	90	241	1
наставлять	3.6	90	92	254	1
настаивать	37.2	100	96	1832	3
настать	22.4	100	95	1199	1
настелить	0.6	32	83	46	0
настигать	3.3	85	92	234	0
настигнуть	6.7	91	93	420	0
настораживать	5.3	95	93	365	0
настораживаться	0.8	41	85	57	1
насторожить	5.3	94	93	354	0
насторожиться	8.9	82	89	416	1
настоять	8.4	97	94	519	3
настояться	0.8	42	84	57	0
настрадаться	0.8	46	86	66	0
настраивать	5.7	98	93	405	1
настраиваться	2.5	82	91	194	1
настроить	20.4	100	94	1296	1
настроиться	3.4	87	92	243	1
настрочить	0.5	35	84	42	0
наступать	44.0	100	97	2041	5
наступить	67.1	100	96	2577	4
настучать	1.5	62	89	107	0
насупить	1.9	60	88	134	0
насупиться	3.7	64	86	213	0
насчитать	3.3	85	92	258	1
насчитывать	8.3	84	90	610	1
насчитываться	7.8	84	90	579	1
насылать	0.7	33	72	45	0
насыпать	5.8	92	93	372	0
насытить	7.5	99	93	558	0
насытиться	2.4	76	90	176	0
насыщать	1.8	70	88	143	0
насыщаться	1.1	59	89	93	0
наталкивать	0.6	39	86	55	0
наталкиваться	2.4	83	91	191	0
натаскать	2.4	75	89	171	0
натаскивать	0.9	44	86	64	0
натащить	0.4	31	84	37	0
натворить	6.6	89	91	375	0
натереть	3.4	87	90	212	0
натерпеться	1.7	69	90	130	0
натечь	0.6	35	81	50	0
натирать	2.2	75	91	158	0
наткнуться	15.3	99	93	752	0
натолкнуть	1.1	55	89	84	0
натолкнуться	3.1	88	91	229	0
натопить	2.1	59	88	136	0
натоптать	0.6	34	82	43	0
наточить	0.9	46	83	67	1
натравить	0.8	43	85	65	0
натравливать	0.7	38	81	51	0
натренировать	0.9	50	87	71	1
натрудить	1.3	56	87	97	0
натыкать	0.5	30	80	41	0
натыкаться	6.0	91	93	415	0
натягивать	7.7	93	91	460	1
натягиваться	1.3	60	89	97	0
натянуть	17.7	97	92	823	1
натянуться	1.7	54	87	122	0
научать	0.5	24	76	36	1
научаться	0.9	49	85	73	1
научить	35.8	100	96	1658	4
научиться	62.1	99	94	2535	4
нафантазировать	0.4	29	82	37	0
нафаршировать	0.5	29	76	32	1
нахамить	0.9	48	86	69	0
нахваливать	1.3	59	87	97	0
нахватать	0.6	40	85	51	0
нахвататься	0.7	42	84	57	0
нахлебаться	0.8	42	85	65	0
нахлестывать	0.5	22	77	33	0
нахлобучить	1.8	60	87	131	0
нахлынуть	3.2	82	90	230	0
нахмурить	1.6	54	87	119	0
нахмуриться	13.9	74	87	418	0
находить	89.5	100	96	3491	6
находиться	342.7	100	95	10424	4
нахохлить	0.4	22	76	28	0
нахохлиться	1.6	59	87	120	0
нацарапать	2.0	70	88	142	0
нацедить	0.5	27	79	41	0
нацеливать	0.9	50	88	76	1
нацеливаться	0.7	48	87	62	0
нацелить	10.3	100	94	702	1
нацелиться	2.3	72	90	172	0
нацепить	3.8	77	91	237	0
национализировать	1.4	54	86	99	2
начать	473.3	100	97	10696	5
начаться	197.4	100	96	6666	5
начертать	4.3	88	91	250	0
начертить	2.2	75	88	150	3
начинать	296.0	100	98	8243	6
начинаться	115.1	100	96	4378	5
начинить	2.3	73	91	158	0
начислить	3.1	61	84	174	0
начислять	1.0	44	83	75	0
начисляться	1.6	52	85	108	0
начистить	4.2	80	90	271	0
начитаться	2.5	84	90	185	0
начхать	0.8	40	83	53	0
нашаривать	0.7	31	82	48	0
нашарить	1.8	43	84	112	0
нашептать	1.0	46	85	76	0
нашептывать	2.4	67	88	165	0
нашинковать	0.9	23	54	31	0
нашить	0.8	48	87	69	0
нашкодить	0.6	35	83	51	0
нашпиговать	1.0	58	89	83	0
нашуметь	3.3	77	90	239	0
нащупать	9.9	94	91	507	0
нащупывать	3.4	91	91	235	0
наэлектризовать	0.9	46	86	68	1
наяривать	1.1	48	87	87	0
невзлюбить	1.8	69	90	138	0
неволить	0.7	38	84	62	0
негодовать	4.3	91	93	293	2
недобрать	0.7	45	87	57	0
недоглядеть	0.7	38	84	55	0
недоговаривать	1.0	49	86	73	0
недоговорить	0.5	33	83	42	0
недодать	0.7	46	87	60	0
недоделать	1.6	69	90	112	0
недоедать	0.7	47	88	62	0
недоесть	1.6	57	87	120	0
недолюбливать	3.5	85	93	269	0
недооценивать	3.6	96	93	269	0
недооцениваться	0.4	22	77	32	0
недооценить	3.2	81	91	226	0
недопить	2.0	59	87	149	0
недоплатить	0.5	34	81	44	0
недополучать	0.5	32	83	46	0
недополучить	0.9	43	85	72	0
недопонимать	0.5	27	80	38	0
недопонять	0.6	27	79	35	0
недосказать	0.8	47	86	63	0
недослышать	0.4	27	80	32	0
недосмотреть	0.6	34	82	48	0
недоставать	6.4	97	95	445	0
недостать	0.5	29	81	32	0
недосчитаться	0.8	50	87	72	0
недосыпать	0.5	34	82	45	0
недоумевать	11.0	95	94	635	1
нежить	1.3	44	69	71	0
нежиться	1.6	65	88	127	0
нездоровиться	0.7	39	85	50	0
неистовствовать	1.3	63	86	90	1
неймется	0.8	41	84	62	0
нейтрализовать	4.4	83	89	305	0
нейтрализоваться	0.4	20	72	28	0
неметь	1.7	68	90	134	0
ненавидеть	44.1	98	94	1440	5
нервировать	1.4	64	89	107	1
нервничать	18.0	90	94	753	1
несдобровать	0.8	46	84	66	0
нести	120.6	100	96	4124	5
нестись	23.6	98	92	932	1
нивелировать	1.1	51	87	99	1
нивелироваться	0.4	22	78	32	0
низвергать	0.5	31	82	38	0
низвергаться	0.7	40	86	61	0
низвергнуть	0.9	48	85	67	0
низвести	1.1	60	87	91	0
низводить	0.5	40	86	45	0
низложить	0.5	32	83	43	0
никнуть	0.4	25	80	35	0
ниспадать	1.4	65	89	98	0
ниспослать	1.3	56	87	92	0
ниспровергать	0.4	29	83	32	0
нисходить	0.7	46	86	62	0
нищенствовать	0.7	41	83	50	1
